,Make,Type,Year,Origin,Color,Options,Engine_Size,Fuel_Type,Gear_Type,Condition,Mileage,Region,Price,Negotiable
3892,Nissan,Altima,2017,Saudi,White,Standard,2.5,Gas,Automatic,Used,181000,Jeddah,37000,False
3893,Kia,Cerato,2016,Saudi,White,Semi Full,1.6,Gas,Automatic,Used,150000,Jeddah,30000,False
3894,Kia,Cerato,2016,Saudi,Another Color,Semi Full,1.6,Gas,Automatic,Used,112000,Jeddah,30000,False
3895,Hyundai,Accent,2017,Saudi,White,Standard,1.4,Gas,Automatic,Used,138000,Jeddah,24000,False
3896,Nissan,Sunny,2018,Saudi,Grey,Standard,1.5,Gas,Automatic,Used,88000,Jeddah,24000,False
3897,Nissan,Sunny,2016,Saudi,White,Standard,1.5,Gas,Automatic,Used,200000,Jeddah,20000,False
3898,Nissan,Pathfinder,2005,Saudi,White,Standard,,Gas,Automatic,Used,300000,Riyadh,12000,False
3899,GMC,Sierra,2000,Gulf Arabic,White,Semi Full,1.5,Gas,Automatic,Used,400000,Taef,10000,False
3900,Toyota,Prado,2015,Saudi,White,Full,1.6,Gas,Automatic,Used,55000,Jubail,130000,False
3901,Hyundai,H1,2017,Saudi,White,Full,,Gas,Automatic,Used,217623,Riyadh,Negotiable,True
3902,Toyota,Land Cruiser,2020,Saudi,White,Semi Full,4.5,Diesel,Automatic,Used,10000,Riyadh,259000,False
3903,Changan,Eado,2020,Saudi,Red,Semi Full,1.6,Gas,Automatic,Used,91000,Dammam,43000,False
3904,Ford,Taurus,2015,Other,White,Full,3.5,Gas,Automatic,Used,121000,Dammam,82000,False
3905,Changan,Eado,2020,Saudi,White,Semi Full,1.6,Gas,Automatic,Used,64695,Riyadh,42000,False
3906,Toyota,Camry,2019,Saudi,Silver,Standard,2.5,Gas,Automatic,Used,84000,Riyadh,Negotiable,True
3907,Toyota,Furniture,2019,Saudi,White,Full,4.0,Gas,Automatic,Used,113000,Riyadh,105000,False
3908,Hyundai,Accent,2011,Saudi,White,Standard,1.8,Gas,Automatic,Used,285205,Al-Medina,14000,False
3909,Jeep,Grand Cherokee,2014,Saudi,Black,Semi Full,5.7,Gas,Automatic,Used,175000,Jubail,70000,False
3910,Toyota,Hilux,2016,Saudi,White,Full,1.1,Gas,Manual,Used,179,Al-Medina,Negotiable,True
3911,Honda,Civic,2017,Saudi,Silver,Standard,1.6,Gas,Automatic,Used,86000,Makkah,40000,False
3912,Toyota,Yaris,2019,Saudi,White,Standard,1.5,Gas,Automatic,Used,61000,Dammam,38000,False
3913,Mercedes,C,2018,Saudi,White,Full,4.0,Gas,Automatic,Used,33000,Dammam,330000,False
3914,Land Rover,Range Rover,2016,Gulf Arabic,White,Full,5.0,Gas,Automatic,Used,56500,Dammam,320000,False
3915,Mercedes,E,2020,Saudi,White,Full,2.0,Gas,Automatic,Used,16000,Dammam,265000,False
3916,Mercedes,E,2018,Gulf Arabic,White,Full,3.0,Gas,Automatic,Used,86000,Dammam,245000,False
3917,Land Rover,Discovery,2018,Saudi,Blue,Full,2.0,Gas,Automatic,Used,500,Dammam,240000,False
3918,Mercedes,GLC,2020,Gulf Arabic,White,Full,2.0,Gas,Automatic,Used,4000,Dammam,225000,False
3919,Lexus,IS,2020,Gulf Arabic,Grey,Full,3.0,Gas,Automatic,Used,10000,Dammam,197000,False
3920,Land Rover,Range Rover,2014,Saudi,White,Full,3.0,Gas,Automatic,Used,195000,Dammam,170000,False
3921,Mercedes,GL,2014,Saudi,White,Full,4.6,Gas,Automatic,Used,139000,Dammam,135000,False
3922,BMW,The 6,2013,Saudi,Black,Full,3.0,Gas,Automatic,Used,108000,Dammam,120000,False
3923,Toyota,Prado,2014,Gulf Arabic,Grey,Full,,Gas,Automatic,Used,165000,Qassim,Negotiable,True
3924,Lexus,IS,2016,Gulf Arabic,White,Full,3.5,Gas,Automatic,Used,89000,Dammam,128000,False
3925,Nissan,Sentra,2016,Saudi,White,Standard,1.6,Gas,Automatic,Used,139000,Riyadh,36000,False
3926,Mercedes,SEL,1990,Other,Red,Full,6.2,Gas,Automatic,Used,79000,Dammam,115000,False
3927,Toyota,Corolla,2018,Saudi,White,Standard,1.6,Gas,Automatic,Used,50000,Riyadh,53000,False
3928,Hyundai,Accent,2019,Saudi,Brown,Standard,1.4,Gas,Automatic,Used,91000,Riyadh,32000,False
3929,Ford,F150,2019,Saudi,Brown,Semi Full,5.4,Gas,Automatic,Used,13000,Dammam,108000,False
3930,Toyota,Hilux,2018,Saudi,White,Standard,2.7,Gas,Manual,Used,194000,Riyadh,80000,False
3931,Toyota,Yaris,2019,Saudi,White,Standard,1.5,Gas,Automatic,Used,36000,Al-Ahsa,43000,False
3932,Toyota,Land Cruiser Pickup,2014,Gulf Arabic,Brown,Semi Full,,Gas,Manual,Used,185000,Tabouk,Negotiable,True
3933,Dodge,Durango,2014,Saudi,Grey,Semi Full,3.6,Gas,Automatic,Used,244000,Al-Namas,52000,False
3934,Mercedes,G,2019,Saudi,Grey,,,Gas,Automatic,Used,60000,Riyadh,835000,False
3935,Kia,Optima,2015,Saudi,Navy,Semi Full,2.4,Gas,Automatic,Used,173588,Riyadh,36500,False
3936,Toyota,Camry,2014,Saudi,White,Standard,2.5,Gas,Automatic,Used,230000,Dammam,35000,False
3937,Hyundai,Sonata,2018,Saudi,White,Standard,2.4,Gas,Automatic,Used,48933,Riyadh,50000,False
3938,Toyota,Furniture,2020,Saudi,White,Semi Full,4.0,Gas,Automatic,Used,40000,Dammam,132000,False
3939,Lexus,ES,2017,Gulf Arabic,Black,Full,3.5,Gas,Automatic,Used,99000,Al-Ahsa,129000,False
3940,Kia,Optima,2014,Gulf Arabic,Silver,Full,2.4,Gas,Automatic,Used,200,Al-Medina,45000,False
3941,Lexus,LS,1998,Saudi,Oily,Full,,Gas,Automatic,Used,300,Aseer,Negotiable,True
3942,Toyota,Camry,2003,Saudi,Grey,Full,,Gas,Automatic,Used,600000,Jeddah,Negotiable,True
3943,Toyota,Hilux,2014,Gulf Arabic,White,Semi Full,2.7,Gas,Automatic,Used,249000,Qassim,Negotiable,True
3944,BMW,X,2014,Saudi,Brown,Full,4.4,Gas,Automatic,Used,124000,Khobar,Negotiable,True
3945,Ford,Explorer,2009,Saudi,White,Standard,,Gas,Automatic,Used,99000,Qassim,Negotiable,True
3946,GMC,Suburban,1995,Saudi,Oily,Semi Full,,Gas,Automatic,Used,215000,Riyadh,13000,False
3947,Kia,Cadenza,2018,Saudi,Black,Semi Full,1.6,Gas,Automatic,Used,7500,Arar,Negotiable,True
3948,Nissan,Datsun,2015,Saudi,White,Full,2.4,Gas,Manual,Used,147000,Jazan,45000,False
3949,Audi,A4,2014,Gulf Arabic,White,Full,2.0,Gas,Automatic,Used,324000,Dammam,Negotiable,True
3950,Toyota,Avalon,2019,Saudi,Another Color,Semi Full,,Gas,Automatic,Used,60000,Tabouk,115000,False
3951,Chevrolet,Optra,2011,Saudi,White,Standard,,Gas,Automatic,Used,216000,Riyadh,9000,False
3952,Toyota,Hilux,2014,Saudi,White,Standard,,Gas,Manual,Used,31500,Jubail,Negotiable,True
3953,Hyundai,Sonata,2020,Saudi,Grey,Semi Full,2.5,Gas,Automatic,Used,47000,Riyadh,2314,False
3954,Toyota,Hilux,2021,Saudi,White,Full,1.0,Diesel,Manual,Used,13169,Jeddah,Negotiable,True
3955,Nissan,Sunny,2011,Saudi,White,Standard,1.4,Gas,Manual,Used,290,Riyadh,7000,False
3956,Hyundai,Sonata,2018,Saudi,Another Color,Standard,2.4,Gas,Automatic,Used,7400,Aseer,58000,False
3957,Toyota,Corolla,2001,Saudi,Another Color,Standard,8.1,Gas,Manual,Used,600,Jazan,9500,False
3958,Mazda,CX9,2016,Saudi,Another Color,Full,,Gas,Automatic,Used,124,Qassim,57000,False
3959,FAW,B50,2016,Saudi,Black,Full,1.4,Gas,Automatic,Used,89000,Jeddah,25000,False
3960,GMC,Sierra,2019,Saudi,Black,Standard,5.3,Gas,Automatic,Used,8900,Al-Jouf,130000,False
3961,Toyota,Land Cruiser,1999,Saudi,Silver,Full,4.7,Gas,Manual,Used,238,Makkah,40000,False
3962,Hyundai,Elantra,2015,Saudi,White,Full,2.0,Gas,Automatic,Used,245000,Aseer,30000,False
3963,Kia,K4000G,2005,Saudi,White,Semi Full,,Diesel,Manual,Used,298000,Yanbu,25000,False
3964,Toyota,Rush,2021,Other,White,Standard,1.5,Gas,Automatic,Used,600,Arar,Negotiable,True
3965,Hyundai,Senta fe,2013,Saudi,White,Semi Full,3.3,Gas,Automatic,Used,16700,Jeddah,52000,False
3966,Toyota,Hilux,2012,Saudi,White,Semi Full,2.4,Gas,Manual,Used,800000,Taef,Negotiable,True
3967,Toyota,Avalon,2021,Saudi,White,Semi Full,3.5,Gas,Automatic,Used,6500,Riyadh,140000,False
3968,Cadillac,ATS,2018,Gulf Arabic,Black,Full,,Gas,Automatic,Used,51000,Riyadh,125000,False
3969,Land Rover,Range Rover,2017,Gulf Arabic,Black,Full,,Gas,Automatic,Used,90000,Riyadh,250000,False
3970,Mercedes,GLE,2020,Other,Black,Full,6.9,Gas,Automatic,Used,24000,Riyadh,330000,False
3971,Hyundai,Sonata,2016,Saudi,White,Standard,1.3,Gas,Automatic,Used,132560,Riyadh,Negotiable,True
3972,Mercedes,Sprinter,2016,Saudi,Black,Full,,Gas,Automatic,Used,2000,Makkah,Negotiable,True
3973,Mercedes,E,2017,Saudi,White,Full,3.0,Gas,Automatic,Used,30000,Makkah,Negotiable,True
3974,Mercury,Montero2,2007,Other,Golden,Full,4.0,Gas,Automatic,Used,302000,Hafar Al-Batin,Negotiable,True
3975,Hyundai,Elantra,2016,Saudi,Grey,Standard,1.6,Gas,Automatic,Used,144000,Dammam,Negotiable,True
3976,Toyota,Avalon,2011,Saudi,Black,Full,,Gas,Automatic,Used,150000,Makkah,58000,False
3977,Hyundai,Accent,2012,Saudi,White,Semi Full,1.6,Gas,Manual,Used,228000,Jeddah,15000,False
3978,Toyota,Camry,2000,Other,Blue,Semi Full,,Gas,Automatic,Used,300000,Khobar,Negotiable,True
3979,Kia,Rio,2015,Saudi,White,Full,1.4,Gas,Automatic,Used,117000,Khobar,Negotiable,True
3980,Lexus,IS,2008,Saudi,Bronze,Semi Full,2.0,Gas,Automatic,Used,400000,Riyadh,22000,False
3981,Toyota,Hilux,2016,Gulf Arabic,White,Full,,Gas,Manual,Used,220000,Riyadh,68000,False
3982,GMC,Yukon,2005,Other,Silver,Full,6.0,Gas,Automatic,Used,195000,Makkah,23000,False
3983,Ford,Victoria,2008,Other,Blue,Semi Full,,Gas,Automatic,Used,170000,Dammam,Negotiable,True
3984,Maserati,Quattroporte,2010,Saudi,White,Full,,Gas,Automatic,Used,96000,Riyadh,Negotiable,True
3985,Toyota,Rav4,2018,Gulf Arabic,White,Full,2.5,Gas,Automatic,Used,84000,Jubail,85000,False
3986,Ford,Ranger,2021,Saudi,Navy,Standard,2.2,Diesel,Manual,Used,9000,Abha,85000,False
3987,Hyundai,Sonata,2017,Saudi,Another Color,Semi Full,2.4,Gas,Automatic,Used,20000,Riyadh,36000,False
3988,Mazda,3,2015,Saudi,White,Standard,1.6,Gas,Automatic,Used,200000,Riyadh,25000,False
3989,Geely,Other,2017,Saudi,Blue,Full,1.4,Gas,Automatic,Used,45000,Riyadh,36000,False
3990,Chevrolet,Caprice,2013,Saudi,White,Standard,,Gas,Automatic,Used,266000,Riyadh,37000,False
3991,Toyota,Corolla,2013,Saudi,Silver,Semi Full,,Gas,Automatic,Used,217562,Tabouk,Negotiable,True
3992,Ford,Victoria,2015,Saudi,Black,Semi Full,,Gas,Automatic,Used,130000,Dammam,70000,False
3993,Cadillac,Escalade,2016,Gulf Arabic,Black,Semi Full,,Gas,Automatic,Used,130000,Dammam,180000,False
3994,Chevrolet,Camaro,2012,Other,Yellow,Semi Full,3.6,Gas,Automatic,Used,231000,Riyadh,Negotiable,True
3995,Dodge,Charger,2014,Other,Black,Standard,,Gas,Automatic,Used,240000,Riyadh,Negotiable,True
3996,Toyota,Hilux,2009,Other,White,Semi Full,,Gas,Manual,Used,230,Riyadh,Negotiable,True
3997,Kia,Optima,2019,Saudi,White,Semi Full,2.4,Gas,Automatic,Used,65000,Dammam,Negotiable,True
3998,Toyota,Prado,2012,Saudi,Silver,Semi Full,2.7,Gas,Automatic,Used,186000,Dammam,Negotiable,True
3999,Mercedes,CLA,2015,Other,Red,Semi Full,2.0,Gas,Automatic,Used,133,Yanbu,Negotiable,True
4000,Toyota,Land Cruiser 70,2016,Saudi,White,Standard,4.0,Gas,Manual,Used,49900,Dammam,Negotiable,True
4001,Kia,Mohave,2014,Saudi,White,Standard,3.8,Gas,Automatic,Used,192,Dammam,39000,False
4002,Toyota,Corolla,2018,Saudi,Silver,Standard,1.6,Gas,Automatic,Used,87000,Dammam,Negotiable,True
4003,Toyota,Hilux,2015,Saudi,White,Full,,Gas,Manual,Used,30000,Riyadh,Negotiable,True
4004,Ford,Taurus,2014,Saudi,Orange,Standard,2.0,Gas,Automatic,Used,152000,Dammam,55000,False
4005,GMC,Yukon,2013,Saudi,White,Full,2.7,Gas,Automatic,Used,300,Jeddah,55000,False
4006,GMC,Suburban,1999,Saudi,Red,Standard,1.0,Gas,Automatic,Used,291600,Jeddah,Negotiable,True
4007,Hyundai,Other,2012,Saudi,Black,Full,2.4,Gas,Automatic,Used,3330,Aseer,25000,False
4008,Hyundai,Tucson,2018,Saudi,Silver,Standard,2.0,Gas,Automatic,Used,120000,Jeddah,62000,False
4009,Ford,Bronco,1979,Other,Black,Full,4.9,Gas,Automatic,Used,26000,Jeddah,Negotiable,True
4010,GMC,Yukon,2016,Saudi,Another Color,Full,5.3,Gas,Automatic,Used,122000,Riyadh,Negotiable,True
4011,Nissan,Altima,2020,Saudi,Black,Semi Full,2.5,Gas,Automatic,Used,18000,Jeddah,Negotiable,True
4012,Toyota,Hilux,2017,Gulf Arabic,White,Semi Full,2.7,Gas,Manual,Used,18000,Jeddah,77000,False
4013,Toyota,FJ,2016,Saudi,White,Full,,Gas,Automatic,Used,148,Tabouk,98000,False
4014,Toyota,Camry,2017,Saudi,Blue,Full,2.5,Gas,Automatic,Used,31000,Al-Baha,75000,False
4015,Toyota,Prado,2011,Saudi,White,Semi Full,2.7,Gas,Manual,Used,165000,Jubail,Negotiable,True
4016,Toyota,Hilux,2016,Gulf Arabic,White,Semi Full,2.7,Gas,Manual,Used,60000,Jeddah,75000,False
4017,Ford,Explorer,2002,Other,Black,Full,,Gas,Automatic,Used,341600,Al-Medina,Negotiable,True
4018,Kia,Optima,2017,Saudi,Another Color,Semi Full,2.4,Gas,Automatic,Used,210,Riyadh,Negotiable,True
4019,Toyota,Yaris,2016,Saudi,White,Semi Full,,Gas,Automatic,Used,179,Riyadh,Negotiable,True
4020,Toyota,FJ,2014,Saudi,White,Full,4.0,Gas,Manual,Used,353331,Riyadh,Negotiable,True
4021,Toyota,Land Cruiser Pickup,2018,Gulf Arabic,White,Full,4.0,Gas,Manual,Used,125000,Riyadh,Negotiable,True
4022,Toyota,Hilux,2016,Saudi,White,Semi Full,2.7,Gas,Automatic,Used,95000,Jeddah,85000,False
4023,Hyundai,Sonata,2008,Other,Grey,Standard,2.0,Gas,Automatic,Used,382,Riyadh,12000,False
4024,Mazda,6,2014,Saudi,White,Semi Full,2.5,Gas,Automatic,Used,185000,Al-Medina,45000,False
4025,Nissan,Datsun,2009,Saudi,White,Semi Full,2.0,Gas,Manual,Used,85000,Al-Medina,45000,False
4026,Nissan,Pathfinder,2001,Saudi,Silver,Semi Full,2.7,Gas,Automatic,Used,546473,Al-Medina,14000,False
4027,Toyota,Land Cruiser,2006,Saudi,White,Full,4.5,Gas,Automatic,Used,311100,Al-Medina,63000,False
4028,Toyota,Furniture,2008,Saudi,White,Full,4.0,Gas,Automatic,Used,288000,Al-Medina,36000,False
4029,Toyota,Land Cruiser,2000,Saudi,White,Full,4.8,Gas,Automatic,Used,396000,Al-Medina,30000,False
4030,Toyota,Land Cruiser Pickup,2014,Saudi,Bronze,Standard,6.0,Gas,Manual,Used,192000,Al-Medina,73000,False
4031,Daihatsu,Delta,2012,Saudi,White,Semi Full,4.0,Gas,Manual,Used,300000,Taef,Negotiable,True
4032,INFINITI,QX,2016,Saudi,Grey,Full,5.6,Gas,Automatic,Used,185000,Dammam,119000,False
4033,Toyota,Furniture,2015,Saudi,Golden,Full,4.0,Gas,Automatic,Used,250000,Jazan,Negotiable,True
4034,Toyota,Camry,2017,Saudi,Grey,Standard,2.4,Gas,Automatic,Used,133000,Riyadh,48000,False
4035,Hyundai,Elantra,2019,Saudi,White,Standard,1.6,Gas,Automatic,Used,73000,Dammam,48500,False
4036,Toyota,Avalon,2006,Saudi,Another Color,Full,3.5,Gas,Automatic,Used,400,Jeddah,Negotiable,True
4037,Hyundai,Elantra,2016,Saudi,Another Color,Standard,2.0,Gas,Automatic,Used,194000,Riyadh,Negotiable,True
4038,Ford,Taurus,2015,Other,Brown,Semi Full,3.5,Gas,Automatic,Used,104000,Dammam,74000,False
4039,Dodge,Charger,2018,Other,Blue,Semi Full,3.6,Gas,Automatic,Used,89000,Dammam,109000,False
4040,Kia,Carnival,2016,Other,White,Semi Full,,Gas,Automatic,Used,85000,Dammam,64000,False
4041,Chrysler,S300,2018,Other,Navy,Full,,Gas,Automatic,Used,66000,Dammam,122000,False
4042,Ford,Flex,2014,Saudi,Brown,Semi Full,3.5,Gas,Automatic,Used,180000,Dammam,49000,False
4043,Ford,Taurus,2017,Other,Grey,Full,3.5,Gas,Automatic,Used,131000,Dammam,73000,False
4044,Toyota,Yaris,2019,Saudi,White,Standard,1.5,Gas,Automatic,Used,22000,Hafar Al-Batin,41500,False
4045,Hummer,H3,2007,Other,White,Full,3.5,Gas,Automatic,Used,330,Al-Medina,Negotiable,True
4046,Lexus,ES,2019,Saudi,Silver,Full,2.5,Hybrid,Automatic,Used,62000,Yanbu,195000,False
4047,Toyota,FJ,2012,Other,White,Full,,Gas,Automatic,Used,270,Tabouk,60000,False
4048,Hyundai,Elantra,2013,Other,Silver,Semi Full,1.6,Gas,Automatic,Used,169,Riyadh,20000,False
4049,Renault,Dokker,2017,Saudi,White,Standard,,Gas,Manual,Used,101000,Aseer,Negotiable,True
4050,Toyota,Previa,2009,Other,Silver,Standard,1.7,Gas,Automatic,Used,400000,Riyadh,15000,False
4051,Nissan,VTC,2019,Other,White,Full,,Gas,Automatic,Used,39000,Abha,145000,False
4052,Chevrolet,Impala,2014,Gulf Arabic,White,Standard,,Gas,Automatic,Used,255000,Khobar,43000,False
4053,Toyota,Land Cruiser,2003,Saudi,Black,Semi Full,4.5,Gas,Automatic,Used,335000,Dammam,51000,False
4054,Dodge,Dakota,2003,Other,White,Semi Full,1.0,Gas,Manual,Used,98000,Riyadh,Negotiable,True
4055,Dodge,Charger,2020,Other,Grey,Semi Full,3.6,Gas,Automatic,Used,25000,Jeddah,Negotiable,True
4056,Chevrolet,Optra,2008,Other,Blue,Semi Full,1.6,Gas,Automatic,Used,253250,Jeddah,9000,False
4057,Hyundai,Elantra,2017,Saudi,Grey,Full,2.0,Gas,Automatic,Used,140000,Jeddah,47000,False
4058,Chrysler,300,2014,Saudi,Black,Semi Full,,Gas,Automatic,Used,272000,Riyadh,45000,False
4059,Toyota,Prado,2016,Saudi,White,Full,4.0,Gas,Automatic,Used,69900,Dammam,128000,False
4060,GMC,Sierra,2020,Saudi,Red,Semi Full,5.3,Gas,Automatic,Used,60000,Dammam,155000,False
4061,Toyota,Hilux,2016,Other,White,Full,,Gas,Automatic,Used,208,Hail,77000,False
4062,Toyota,Corolla,2013,Saudi,White,Semi Full,1.0,Gas,Automatic,Used,170,Wadi Dawasir,Negotiable,True
4063,Chevrolet,Caprice,2015,Saudi,Black,Semi Full,6.0,Gas,Automatic,Used,235000,Tabouk,65000,False
4064,Hyundai,Accent,2015,Saudi,White,Standard,1.4,Gas,Automatic,Used,270000,Riyadh,Negotiable,True
4065,Hyundai,Tucson,2017,Saudi,White,Semi Full,2.0,Gas,Automatic,Used,182000,Riyadh,Negotiable,True
4066,BMW,The 7,2018,Saudi,Another Color,Full,3.0,Gas,Automatic,Used,19000,Riyadh,225000,False
4067,Honda,Accord,2014,Saudi,White,Semi Full,,Gas,Automatic,Used,300,Riyadh,45000,False
4068,Hyundai,Senta fe,2015,Gulf Arabic,Grey,Full,3.3,Gas,Automatic,Used,245000,Aseer,Negotiable,True
4069,Ford,F150,2018,Saudi,Brown,Full,,Gas,Automatic,Used,35000,Riyadh,195000,False
4070,Chevrolet,Other,2009,Other,White,Semi Full,,Gas,Manual,Used,150000,Qassim,Negotiable,True
4071,Hyundai,Sonata,2016,Saudi,White,Full,,Gas,Automatic,Used,88089,Riyadh,Negotiable,True
4072,Mitsubishi,Pajero,2017,Saudi,White,Semi Full,3.5,Gas,Automatic,Used,159000,Dammam,55000,False
4073,Honda,Accord,2014,Saudi,White,Semi Full,4.0,Gas,Automatic,Used,349000,Riyadh,48000,False
4074,Nissan,Datsun,2013,Saudi,White,Full,,Gas,Manual,Used,202702,Besha,Negotiable,True
4075,Chevrolet,Suburban,2015,Saudi,Another Color,Full,,Gas,Automatic,Used,70000,Al-Baha,160000,False
4076,GMC,Sierra,2013,Saudi,Silver,Full,,Gas,Automatic,Used,334,Riyadh,45000,False
4077,Lexus,ES,2016,Saudi,Grey,Semi Full,3.6,Gas,Automatic,Used,200000,Jeddah,105000,False
4078,Ford,Taurus,2016,Saudi,White,Semi Full,3.5,Gas,Automatic,Used,233,Al-Medina,Negotiable,True
4079,Hyundai,Sonata,2015,Other,Black,Standard,1.0,Gas,Automatic,Used,93647,Hail,Negotiable,True
4080,Mitsubishi,L200,2020,Saudi,White,Full,,Diesel,Manual,Used,9000,Al-Ahsa,Negotiable,True
4081,Geely,EC7,2014,Saudi,Black,Full,1.6,Gas,Automatic,Used,229000,Jeddah,18000,False
4082,Ford,Explorer,2010,Saudi,Black,Standard,4.0,Gas,Automatic,Used,255000,Riyadh,Negotiable,True
4083,Toyota,Innova,2017,Saudi,White,Full,,Gas,Automatic,Used,139400,Tabouk,58000,False
4084,Mazda,CX9,2020,Saudi,Grey,Full,4.0,Gas,Automatic,Used,51000,Riyadh,130000,False
4085,Ford,Taurus,2017,Other,Black,Semi Full,1.7,Gas,Automatic,Used,92595,Riyadh,83000,False
4086,Toyota,FJ,2015,Gulf Arabic,White,Full,,Gas,Automatic,Used,337243,Najran,Negotiable,True
4087,Hyundai,Azera,2018,Saudi,Another Color,Standard,3.5,Gas,Automatic,Used,147,Tabouk,2049,False
4088,Porsche,Cayenne,2008,Saudi,Another Color,Standard,,Gas,Automatic,Used,190000,Dammam,Negotiable,True
4089,Dodge,Durango,2011,Saudi,White,Semi Full,5.7,Gas,Automatic,Used,200900,Jeddah,30000,False
4090,Toyota,Furniture,2015,Saudi,White,Full,,Gas,Automatic,Used,209,Riyadh,72000,False
4091,Ford,Victoria,2007,Saudi,Golden,Semi Full,,Gas,Automatic,Used,480,Riyadh,15000,False
4092,Chevrolet,Impala,1964,Other,Green,Full,1.2,Gas,Automatic,Used,100000,Al-Ahsa,75000,False
4093,Nissan,Bus Urvan,2016,Saudi,White,Standard,,Gas,Manual,Used,106000,Dammam,65000,False
4094,Honda,Odyssey,2016,Saudi,Grey,Full,3.6,Gas,Automatic,Used,72000,Makkah,Negotiable,True
4095,Kia,Cerato,2016,Saudi,White,Standard,1.6,Gas,Automatic,Used,91000,Riyadh,Negotiable,True
4096,GMC,Yukon,2014,Saudi,Red,Standard,,Gas,Automatic,Used,92000,Dammam,90000,False
4097,Volkswagen,Beetle,2015,Gulf Arabic,Red,Full,2.0,Gas,Automatic,Used,113,Qassim,Negotiable,True
4098,Lexus,IS,2015,Saudi,Bronze,Full,3.5,Gas,Automatic,Used,181000,Riyadh,60000,False
4099,Chevrolet,Spark,2017,Other,White,Standard,,Gas,Automatic,Used,88739,Riyadh,Negotiable,True
4100,Lexus,LS,2015,Saudi,Grey,Full,,Gas,Automatic,Used,110000,Tabouk,Negotiable,True
4101,Lexus,LX,2021,Gulf Arabic,White,Full,5.7,Gas,Automatic,Used,5000,Aseer,Negotiable,True
4102,Toyota,Corolla,2013,Saudi,White,Standard,1.6,Gas,Automatic,Used,233000,Jubail,25000,False
4103,Kia,Sorento,2015,Saudi,Black,Semi Full,,Gas,Automatic,Used,182000,Dammam,30000,False
4104,Toyota,FJ,2010,Saudi,Another Color,Full,,Gas,Automatic,Used,295,Dammam,Negotiable,True
4105,Hyundai,Creta,2017,Saudi,Silver,Semi Full,,Gas,Automatic,Used,120000,Jeddah,50000,False
4106,Chevrolet,Tahoe,2013,Saudi,Brown,Standard,,Gas,Automatic,Used,315000,Dammam,Negotiable,True
4107,Ford,Explorer,2016,Saudi,Black,Standard,,Gas,Automatic,Used,228000,Riyadh,65000,False
4108,Toyota,Land Cruiser,2019,Saudi,White,Full,,Gas,Automatic,Used,32000,Besha,Negotiable,True
4109,GMC,Yukon,2014,Saudi,Black,Standard,8.0,Gas,Automatic,Used,135000,Riyadh,Negotiable,True
4110,Hyundai,Coupe,2014,Saudi,Blue,Full,3.8,Gas,Automatic,Used,127000,Riyadh,Negotiable,True
4111,GMC,Yukon,2007,Saudi,Another Color,Standard,4.7,Gas,Automatic,Used,418000,Riyadh,Negotiable,True
4112,Toyota,Hilux,2018,Saudi,White,Full,2.7,Gas,Manual,Used,71000,Al-Medina,62000,False
4113,Hyundai,Sonata,2019,Saudi,Silver,Semi Full,2.4,Gas,Automatic,Used,53000,Dammam,79000,False
4114,Kia,Cerato,2015,Saudi,White,Standard,1.6,Gas,Automatic,Used,170000,Riyadh,27000,False
4115,Hyundai,Accent,2018,Saudi,White,Standard,1.4,Gas,Automatic,Used,79000,Dammam,33000,False
4116,Mercedes,E,2016,Other,Black,Standard,,Gas,Automatic,Used,110440,Riyadh,98000,False
4117,Toyota,Avalon,2014,Saudi,White,Semi Full,,Gas,Automatic,Used,340000,Tabouk,43000,False
4118,Hyundai,Sonata,2013,Saudi,White,Full,2.6,Gas,Automatic,Used,280,Riyadh,25000,False
4119,Changan,Seven,2021,Saudi,White,Standard,1.5,Gas,Automatic,Used,9500,Riyadh,Negotiable,True
4120,Hyundai,Tucson,2019,Saudi,Grey,Semi Full,2.0,Gas,Automatic,Used,101000,Riyadh,1300,False
4121,GMC,Terrain,2012,Other,Brown,Semi Full,1.1,Gas,Automatic,Used,214000,Riyadh,Negotiable,True
4122,Dodge,Charger,2016,Other,Another Color,Full,5.7,Gas,Automatic,Used,100000,Dammam,109000,False
4123,Nissan,Sentra,2017,Saudi,White,Standard,1.6,Gas,Automatic,Used,50700,Riyadh,37000,False
4124,Volkswagen,Touareg,2006,Other,Another Color,Semi Full,,Gas,Automatic,Used,290000,Jeddah,12000,False
4125,Chevrolet,Silverado,2018,Saudi,Silver,Standard,4.3,Gas,Automatic,Used,70000,Abha,77000,False
4126,Mercedes,C,2016,Other,White,Semi Full,,Gas,Automatic,Used,76000,Riyadh,102000,False
4127,Nissan,Altima,2017,Saudi,White,Semi Full,3.0,Gas,Automatic,Used,85000,Riyadh,58000,False
4128,Ford,Taurus,2015,Saudi,Black,Full,3.0,Gas,Automatic,Used,197000,Riyadh,58000,False
4129,Nissan,Navara,2015,Saudi,White,Semi Full,2.0,Gas,Manual,Used,45000,Riyadh,50000,False
4130,Kia,Optima,2015,Saudi,Navy,Semi Full,2.0,Gas,Automatic,Used,191,Riyadh,38500,False
4131,Kia,Optima,2015,Saudi,Navy,Semi Full,2.0,Gas,Automatic,Used,190000,Riyadh,38000,False
4132,Nissan,Juke,2014,Saudi,Navy,Semi Full,2.0,Gas,Automatic,Used,68000,Riyadh,35000,False
